merchant,description,amount,timestamp,label
Paytm Mall,Paytm Mall PAYMENT,2046.33,2025-04-15T05:18:59.536751,Shopping
Uber,Uber POS 367,2989.28,2025-05-13T12:50:54.536751,Travel
Starbucks,Starbucks PAYMENT,2445.16,2025-01-02T22:40:17.536751,Food
Swiggy,Swiggy.com purchase,3132.15,2025-09-22T20:30:06.536751,Food
Walmart,Walmart.com purchase,551.11,2025-09-14T19:08:05.536751,Groceries
Swiggy,Swiggy PAYMENT,3846.82,2025-11-03T07:03:05.536751,Food
Swiggy,Swiggy Food delivery,698.53,2025-04-05T12:16:52.536751,Food
Paytm Mall,Paytm Mall PAYMENT,4172.83,2025-01-30T02:58:00.536751,Shopping
Swiggy,Swiggy PAYMENT,3921.96,2025-03-13T18:06:03.536751,Food
Swiggy,Swiggy online order 238,1244.38,2024-12-27T11:52:41.536751,Food
Uber,Uber PAYMENT,2777.97,2025-11-16T23:13:31.536751,Travel
Dominos,Dominos PAYMENT,4164.54,2025-03-21T06:31:08.536751,Food
Zomato,Zomato online order 174,2659.78,2025-07-23T06:39:37.536751,Food
Dominos,Dominos online order 313,852.6,2025-04-01T03:16:58.536751,Food
Uber,Uber Cab ride,530.33,2025-08-17T04:09:03.536751,Travel
Flipkart,Flipkart PAYMENT,4449.97,2025-10-08T10:13:12.536751,Shopping
Starbucks,Starbucks POS 802,3115.72,2025-03-05T15:02:50.536751,Food
Dominos,Dominos - Pizza restaurant Store #5901,4111.51,2025-11-10T22:58:35.536751,Food
HP Petrol,HP Petrol POS 759,3179.23,2025-06-14T09:21:01.536751,Fuel
HP Petrol,HP Petrol POS 986,3134.13,2025-10-26T18:59:57.536751,Fuel
Dominos,Dominos - Pizza restaurant Store #2223,3801.22,2025-07-01T09:59:05.536751,Food
Zomato,Zomato Food delivery,2611.79,2024-12-22T14:56:30.536751,Food
Swiggy,Swiggy Food delivery,2110.22,2025-09-13T23:09:43.536751,Food
Shell,Shell POS 596,208.31,2025-07-25T20:32:00.536751,Fuel
Flipkart,Flipkart POS 600,33.42,2025-02-17T17:38:39.536751,Shopping
Zomato,Zomato PAYMENT,2377.91,2025-11-17T20:37:09.536751,Food
HP Petrol,HP Petrol POS 255,4786.92,2024-12-05T19:56:07.536751,Fuel
Walmart,Walmart - Grocery store Store #410,248.43,2025-01-25T18:04:27.536751,Groceries
Starbucks,Starbucks.com purchase,890.01,2024-12-05T06:01:59.536751,Food
Amazon,Amazon PAYMENT,4630.44,2025-04-26T08:23:56.536751,Shopping
Dominos,Dominos POS 801,470.88,2025-02-09T04:08:47.536751,Food
HP Petrol,HP Petrol.com purchase,3096.2,2025-01-05T20:04:26.536751,Fuel
Netflix,Netflix - Streaming subscription Store #2169,1716.82,2025-07-13T11:59:24.536751,Entertainment
Amazon,Amazon.com purchase,1274.34,2025-03-22T11:32:15.536751,Shopping
Flipkart,Flipkart PAYMENT,1132.86,2024-11-28T15:07:44.536751,Shopping
BigBasket,BigBasket POS 754,3269.31,2025-07-17T06:50:52.536751,Groceries
Flipkart,Flipkart POS 763,3958.62,2025-10-14T17:43:36.536751,Shopping
Shell,Shell PAYMENT,1191.82,2025-08-10T17:30:35.536751,Fuel
Walmart,Walmart.com purchase,2553.69,2024-12-15T06:28:41.536751,Groceries
Walmart,Walmart PAYMENT,1197.48,2025-01-10T23:34:23.536751,Groceries
Dominos,Dominos Pizza restaurant,4206.22,2025-10-03T11:38:23.536751,Food
BigBasket,BigBasket Grocery order,988.17,2025-06-06T00:35:04.536751,Groceries
BigBasket,BigBasket POS 277,4559.82,2025-04-30T22:28:31.536751,Groceries
Walmart,Walmart POS 506,3693.55,2025-05-28T10:14:44.536751,Groceries
Swiggy,Swiggy POS 700,2422.89,2025-03-26T21:19:55.536751,Food
Swiggy,Swiggy POS 133,3424.75,2025-07-14T17:22:34.536751,Food
BigBasket,BigBasket - Grocery order Store #9350,39.55,2025-10-14T01:43:55.536751,Groceries
Paytm Mall,Paytm Mall Online shopping,617.06,2025-02-07T05:32:38.536751,Shopping
Walmart,Walmart - Grocery store Store #7059,1909.43,2025-08-17T02:41:54.536751,Groceries
BigBasket,BigBasket.com purchase,3190.02,2025-05-20T00:11:37.536751,Groceries
Walmart,Walmart Grocery store,4966.83,2025-01-13T02:52:29.536751,Groceries
Uber,Uber.com purchase,896.31,2025-10-30T01:05:32.536751,Travel
Paytm Mall,Paytm Mall PAYMENT,989.26,2025-07-03T04:05:47.536751,Shopping
BigBasket,BigBasket online order 94,4924.39,2025-06-18T10:45:16.536751,Groceries
Paytm Mall,Paytm Mall Online shopping,3601.19,2025-05-12T12:07:15.536751,Shopping
Flipkart,Flipkart PAYMENT,3099.62,2025-06-23T09:17:19.536751,Shopping
BigBasket,BigBasket - Grocery order Store #6761,1344.88,2025-08-31T15:35:59.536751,Groceries
Shell,Shell PAYMENT,2897.02,2024-11-26T00:20:59.536751,Fuel
HP Petrol,HP Petrol.com purchase,938.99,2025-03-15T09:42:10.536751,Fuel
Netflix,Netflix Streaming subscription,3757.74,2025-10-21T07:40:36.536751,Entertainment
Uber,Uber POS 779,1288.86,2025-05-14T19:21:44.536751,Travel
Shell,Shell - Fuel station Store #2992,4046.46,2025-11-17T19:55:27.536751,Fuel
Amazon,Amazon.com purchase,2305.85,2025-05-22T03:09:16.536751,Shopping
Netflix,Netflix PAYMENT,154.94,2025-06-11T05:13:34.536751,Entertainment
BigBasket,BigBasket Grocery order,505.85,2025-02-16T08:32:58.536751,Groceries
Amazon,Amazon online order 556,4487.1,2025-08-22T08:03:43.536751,Shopping
Amazon,Amazon PAYMENT,4764.83,2025-07-13T05:56:50.536751,Shopping
Netflix,Netflix POS 751,2240.59,2025-02-08T14:48:09.536751,Entertainment
HP Petrol,HP Petrol PAYMENT,1307.47,2025-09-19T05:31:59.536751,Fuel
Zomato,Zomato PAYMENT,769.95,2024-11-29T20:56:22.536751,Food
Zomato,Zomato - Food delivery Store #7962,2966.36,2025-02-23T14:54:53.536751,Food
HP Petrol,HP Petrol POS 505,4722.1,2025-03-25T15:26:31.536751,Fuel
Swiggy,Swiggy Food delivery,4658.94,2025-09-22T09:15:24.536751,Food
Zomato,Zomato Food delivery,648.85,2025-02-14T13:44:38.536751,Food
Paytm Mall,Paytm Mall Online shopping,2722.81,2025-09-13T23:54:33.536751,Shopping
Starbucks,Starbucks Coffee and snacks,2133.98,2025-02-05T10:24:33.536751,Food
Paytm Mall,Paytm Mall PAYMENT,2396.81,2025-05-17T07:22:40.536751,Shopping
Zomato,Zomato PAYMENT,3693.52,2025-05-03T07:40:19.536751,Food
Uber,Uber Cab ride,505.0,2024-12-19T14:28:49.536751,Travel
Uber,Uber Cab ride,1240.97,2025-09-30T02:36:01.536751,Travel
Starbucks,Starbucks PAYMENT,1614.45,2025-10-25T18:48:59.536751,Food
Zomato,Zomato.com purchase,1275.27,2025-01-13T14:52:03.536751,Food
Starbucks,Starbucks POS 185,339.75,2025-06-19T04:05:44.536751,Food
Shell,Shell POS 152,3226.63,2025-03-05T09:29:26.536751,Fuel
Zomato,Zomato - Food delivery Store #4316,774.35,2025-07-17T00:52:04.536751,Food
Uber,Uber Cab ride,2068.16,2025-04-13T00:01:05.536751,Travel
Amazon,Amazon POS 112,1973.62,2025-06-01T06:30:00.536751,Shopping
Uber,Uber online order 579,3575.1,2025-08-07T23:09:22.536751,Travel
Dominos,Dominos online order 519,4529.26,2025-09-11T17:24:27.536751,Food
Uber,Uber POS 624,1758.6,2025-09-30T06:51:09.536751,Travel
Flipkart,Flipkart PAYMENT,1470.67,2025-11-10T05:08:32.536751,Shopping
Dominos,Dominos.com purchase,3792.34,2024-12-22T21:48:27.536751,Food
Uber,Uber - Cab ride Store #2235,974.22,2025-04-08T13:28:28.536751,Travel
BigBasket,BigBasket Grocery order,1878.71,2025-06-12T18:14:44.536751,Groceries
Uber,Uber - Cab ride Store #6300,2444.73,2025-02-20T01:39:25.536751,Travel
Zomato,Zomato Food delivery,4706.69,2025-09-01T06:08:49.536751,Food
Paytm Mall,Paytm Mall.com purchase,4392.61,2025-06-24T01:14:17.536751,Shopping
Dominos,Dominos online order 209,3714.58,2025-04-23T21:37:05.536751,Food
Dominos,Dominos PAYMENT,386.64,2025-03-07T03:47:38.536751,Food
Zomato,Zomato POS 329,3124.03,2025-09-15T11:03:48.536751,Food
Starbucks,Starbucks POS 205,4231.95,2025-07-05T14:14:55.536751,Food
Zomato,Zomato PAYMENT,4086.21,2025-09-02T03:51:30.536751,Food
Starbucks,Starbucks online order 420,3242.23,2025-05-05T16:08:35.536751,Food
HP Petrol,HP Petrol online order 310,1797.4,2025-06-21T01:47:12.536751,Fuel
Uber,Uber POS 656,1840.96,2025-05-04T06:58:23.536751,Travel
Walmart,Walmart Grocery store,1524.0,2025-10-26T17:38:39.536751,Groceries
Amazon,Amazon Online shopping,330.69,2025-01-14T11:12:33.536751,Shopping
Walmart,Walmart Grocery store,514.05,2025-05-17T09:14:43.536751,Groceries
Zomato,Zomato Food delivery,480.98,2025-01-09T22:41:02.536751,Food
Flipkart,Flipkart.com purchase,4530.25,2025-04-26T17:43:14.536751,Shopping
Dominos,Dominos - Pizza restaurant Store #1945,1601.56,2025-04-21T02:09:31.536751,Food
Swiggy,Swiggy - Food delivery Store #4087,3065.09,2025-09-11T03:46:19.536751,Food
Swiggy,Swiggy Food delivery,4302.4,2025-06-14T14:47:30.536751,Food
Walmart,Walmart POS 419,2177.86,2024-11-24T21:49:14.536751,Groceries
Amazon,Amazon online order 916,3351.85,2025-04-23T07:50:16.536751,Shopping
Netflix,Netflix PAYMENT,2197.55,2025-10-14T13:55:18.536751,Entertainment
Zomato,Zomato online order 828,2309.0,2025-06-28T12:02:26.536751,Food
Uber,Uber POS 568,368.41,2024-11-28T08:49:49.536751,Travel
Shell,Shell - Fuel station Store #6975,2076.24,2025-09-11T06:41:19.536751,Fuel
Swiggy,Swiggy.com purchase,2510.45,2025-07-07T12:53:04.536751,Food
Flipkart,Flipkart PAYMENT,2653.95,2025-02-14T15:43:29.536751,Shopping
Walmart,Walmart POS 949,1109.41,2025-06-06T12:18:00.536751,Groceries
Swiggy,Swiggy POS 934,1305.15,2025-11-16T00:49:57.536751,Food
HP Petrol,HP Petrol.com purchase,2122.88,2025-07-05T15:52:11.536751,Fuel
Uber,Uber online order 889,2447.92,2025-03-09T03:07:57.536751,Travel
Starbucks,Starbucks POS 718,467.2,2025-10-27T06:52:40.536751,Food
Paytm Mall,Paytm Mall Online shopping,470.01,2025-07-03T21:10:14.536751,Shopping
Flipkart,Flipkart online order 367,24.49,2025-10-04T23:28:02.536751,Shopping
Shell,Shell POS 633,981.74,2025-10-17T22:37:21.536751,Fuel
Flipkart,Flipkart Online shopping,1129.71,2025-05-03T21:41:14.536751,Shopping
Starbucks,Starbucks Coffee and snacks,3443.82,2025-03-12T07:58:49.536751,Food
Flipkart,Flipkart POS 832,4534.99,2025-01-06T14:08:10.536751,Shopping
Swiggy,Swiggy.com purchase,3604.58,2024-12-13T20:51:15.536751,Food
Starbucks,Starbucks online order 612,4369.08,2025-04-25T12:09:33.536751,Food
BigBasket,BigBasket Grocery order,4380.95,2025-06-11T10:03:13.536751,Groceries
Netflix,Netflix online order 787,1425.82,2025-05-14T19:48:01.536751,Entertainment
Dominos,Dominos Pizza restaurant,4781.47,2025-05-04T06:17:13.536751,Food
Paytm Mall,Paytm Mall POS 438,3077.75,2025-05-04T06:53:11.536751,Shopping
Dominos,Dominos online order 190,2916.14,2024-12-04T10:49:54.536751,Food
Zomato,Zomato PAYMENT,4935.28,2025-02-13T06:12:23.536751,Food
Swiggy,Swiggy PAYMENT,3628.72,2025-08-11T02:03:58.536751,Food
Amazon,Amazon POS 428,3101.56,2025-02-24T17:44:46.536751,Shopping
Walmart,Walmart Grocery store,3529.54,2025-01-28T06:37:16.536751,Groceries
Paytm Mall,Paytm Mall Online shopping,2593.86,2025-06-16T14:28:07.536751,Shopping
Paytm Mall,Paytm Mall.com purchase,4836.26,2025-02-13T23:35:52.536751,Shopping
Netflix,Netflix online order 454,2401.24,2025-08-06T00:07:45.536751,Entertainment
BigBasket,BigBasket Grocery order,3031.05,2024-12-20T16:03:05.536751,Groceries
Netflix,Netflix Streaming subscription,4798.97,2024-12-07T09:18:07.536751,Entertainment
Uber,Uber POS 999,68.02,2025-10-18T21:11:20.536751,Travel
Starbucks,Starbucks PAYMENT,4868.23,2024-11-22T05:06:31.536751,Food
Shell,Shell POS 296,2255.4,2025-09-16T00:57:15.536751,Fuel
Amazon,Amazon online order 710,3141.35,2025-09-21T19:09:56.536751,Shopping
Zomato,Zomato Food delivery,413.36,2025-09-16T06:23:00.536751,Food
Swiggy,Swiggy PAYMENT,4210.38,2025-07-15T11:12:29.536751,Food
Swiggy,Swiggy.com purchase,569.38,2025-01-03T22:45:22.536751,Food
Walmart,Walmart Grocery store,809.62,2024-11-27T00:13:56.536751,Groceries
Walmart,Walmart - Grocery store Store #3895,4601.13,2025-05-08T15:29:09.536751,Groceries
Walmart,Walmart Grocery store,681.12,2025-07-22T23:29:39.536751,Groceries
BigBasket,BigBasket - Grocery order Store #9359,4178.15,2025-05-24T02:27:49.536751,Groceries
BigBasket,BigBasket online order 693,2983.25,2025-11-14T13:25:48.536751,Groceries
Uber,Uber Cab ride,418.69,2024-12-28T10:12:11.536751,Travel
Flipkart,Flipkart.com purchase,1736.98,2025-05-06T01:44:44.536751,Shopping
Paytm Mall,Paytm Mall.com purchase,4278.16,2025-08-10T17:25:13.536751,Shopping
Uber,Uber PAYMENT,3654.19,2025-06-29T09:12:46.536751,Travel
Shell,Shell POS 175,2602.06,2025-08-11T08:56:55.536751,Fuel
Starbucks,Starbucks Coffee and snacks,2143.61,2025-05-28T17:22:50.536751,Food
Starbucks,Starbucks PAYMENT,1414.09,2025-11-05T20:47:59.536751,Food
Dominos,Dominos online order 683,1590.47,2025-03-13T08:57:54.536751,Food
Zomato,Zomato.com purchase,349.42,2025-07-14T12:06:30.536751,Food
Dominos,Dominos online order 741,665.77,2025-09-14T15:40:29.536751,Food
HP Petrol,HP Petrol Fuel station,4352.47,2024-12-02T23:50:29.536751,Fuel
HP Petrol,HP Petrol.com purchase,4618.31,2025-09-17T12:59:20.536751,Fuel
Swiggy,Swiggy - Food delivery Store #8694,3678.55,2025-06-15T02:49:01.536751,Food
Paytm Mall,Paytm Mall PAYMENT,221.97,2025-04-04T16:51:22.536751,Shopping
Dominos,Dominos.com purchase,3653.66,2025-08-21T18:55:32.536751,Food
Zomato,Zomato PAYMENT,3067.56,2025-05-01T21:46:38.536751,Food
Netflix,Netflix - Streaming subscription Store #3059,2488.81,2025-08-20T04:45:44.536751,Entertainment
Walmart,Walmart POS 883,1926.54,2025-07-01T04:54:48.536751,Groceries
Walmart,Walmart - Grocery store Store #6592,1303.23,2024-12-16T18:31:52.536751,Groceries
Flipkart,Flipkart Online shopping,4622.66,2025-01-03T10:02:37.536751,Shopping
Paytm Mall,Paytm Mall POS 669,3321.71,2025-01-19T02:10:21.536751,Shopping
Zomato,Zomato Food delivery,1720.9,2025-07-19T15:57:11.536751,Food
HP Petrol,HP Petrol.com purchase,3895.27,2025-11-05T16:02:56.536751,Fuel
Uber,Uber - Cab ride Store #9131,726.05,2025-09-20T02:28:22.536751,Travel
Flipkart,Flipkart Online shopping,3595.49,2025-09-05T09:36:45.536751,Shopping
Walmart,Walmart - Grocery store Store #5186,807.4,2024-12-03T01:16:24.536751,Groceries
Uber,Uber - Cab ride Store #6689,4021.77,2025-06-26T16:11:27.536751,Travel
Netflix,Netflix PAYMENT,4875.57,2025-09-04T10:27:54.536751,Entertainment
Amazon,Amazon - Online shopping Store #1725,2589.28,2025-10-03T19:56:48.536751,Shopping
Swiggy,Swiggy Food delivery,4291.79,2025-08-19T00:12:13.536751,Food
Uber,Uber - Cab ride Store #5562,339.46,2025-01-20T19:05:24.536751,Travel
Paytm Mall,Paytm Mall Online shopping,2840.61,2025-01-16T21:19:03.536751,Shopping
Amazon,Amazon Online shopping,4641.25,2025-11-16T14:05:13.536751,Shopping
Paytm Mall,Paytm Mall POS 615,4478.95,2025-01-12T01:50:16.536751,Shopping
Swiggy,Swiggy POS 361,3710.25,2024-12-26T05:11:16.536751,Food
Walmart,Walmart.com purchase,1675.14,2025-09-10T20:28:10.536751,Groceries
Zomato,Zomato - Food delivery Store #3264,4951.68,2025-06-24T16:21:55.536751,Food
Starbucks,Starbucks PAYMENT,2210.4,2025-03-12T12:12:04.536751,Food
Amazon,Amazon POS 684,2176.35,2025-03-13T12:29:24.536751,Shopping
Flipkart,Flipkart online order 130,449.25,2025-02-01T14:47:22.536751,Shopping
Swiggy,Swiggy - Food delivery Store #1525,2132.35,2025-01-15T02:56:51.536751,Food
Paytm Mall,Paytm Mall.com purchase,3312.12,2025-09-19T19:33:15.536751,Shopping
Dominos,Dominos POS 267,3771.55,2025-08-25T08:59:23.536751,Food
Uber,Uber.com purchase,1630.03,2025-01-09T01:37:44.536751,Travel
BigBasket,BigBasket POS 881,4547.92,2025-08-11T12:18:54.536751,Groceries
Zomato,Zomato Food delivery,531.98,2025-08-15T23:54:30.536751,Food
Walmart,Walmart - Grocery store Store #9950,2277.45,2024-11-23T04:08:27.536751,Groceries
HP Petrol,HP Petrol online order 235,2545.0,2025-06-19T19:44:42.536751,Fuel
Paytm Mall,Paytm Mall PAYMENT,3960.31,2025-04-28T18:33:46.536751,Shopping
Netflix,Netflix - Streaming subscription Store #1241,3359.87,2025-05-24T22:24:45.536751,Entertainment
Uber,Uber online order 72,486.59,2025-09-30T00:26:32.536751,Travel
Uber,Uber PAYMENT,1466.27,2025-10-01T11:51:44.536751,Travel
Paytm Mall,Paytm Mall - Online shopping Store #1060,3134.97,2025-08-13T18:30:58.536751,Shopping
Paytm Mall,Paytm Mall online order 530,4826.05,2025-09-13T19:44:42.536751,Shopping
Uber,Uber PAYMENT,3520.79,2024-12-27T09:42:48.536751,Travel
Dominos,Dominos.com purchase,3286.31,2025-04-29T13:53:27.536751,Food
Dominos,Dominos.com purchase,4594.71,2025-06-01T04:18:26.536751,Food
Paytm Mall,Paytm Mall.com purchase,4878.65,2025-08-12T07:24:15.536751,Shopping
Swiggy,Swiggy POS 179,2295.14,2025-02-14T09:07:10.536751,Food
Paytm Mall,Paytm Mall online order 678,528.62,2025-08-24T18:52:01.536751,Shopping
Amazon,Amazon - Online shopping Store #3448,2861.29,2025-10-26T00:07:09.536751,Shopping
Walmart,Walmart online order 805,3414.53,2024-11-26T11:13:33.536751,Groceries
Shell,Shell online order 890,3133.72,2025-06-13T01:47:53.536751,Fuel
BigBasket,BigBasket.com purchase,4546.06,2025-09-30T03:00:55.536751,Groceries
Paytm Mall,Paytm Mall Online shopping,430.67,2025-07-02T06:18:27.536751,Shopping
Swiggy,Swiggy PAYMENT,2376.35,2025-02-07T22:41:13.536751,Food
Uber,Uber Cab ride,4031.67,2025-04-10T02:58:29.536751,Travel
Zomato,Zomato Food delivery,4800.91,2025-11-04T13:34:45.536751,Food
Swiggy,Swiggy Food delivery,4789.64,2025-07-12T15:13:40.536751,Food
Flipkart,Flipkart POS 881,3327.73,2025-03-28T16:15:59.536751,Shopping
Dominos,Dominos - Pizza restaurant Store #6501,2222.75,2025-10-05T04:30:19.536751,Food
Walmart,Walmart online order 42,277.13,2025-09-17T06:59:02.536751,Groceries
Flipkart,Flipkart Online shopping,492.18,2025-09-19T22:56:42.536751,Shopping
Dominos,Dominos Pizza restaurant,2299.97,2025-08-31T02:19:44.536751,Food
Walmart,Walmart PAYMENT,2042.63,2024-12-15T02:50:32.536751,Groceries
Amazon,Amazon PAYMENT,4011.38,2025-01-10T00:41:00.536751,Shopping
BigBasket,BigBasket POS 470,4903.93,2025-11-06T05:32:42.536751,Groceries
Zomato,Zomato - Food delivery Store #3781,3917.94,2025-01-15T21:43:35.536751,Food
Walmart,Walmart.com purchase,1770.16,2024-11-21T23:58:07.536751,Groceries
BigBasket,BigBasket.com purchase,192.36,2025-02-09T18:25:02.536751,Groceries
Swiggy,Swiggy - Food delivery Store #8804,4630.21,2025-04-07T18:21:47.536751,Food
Paytm Mall,Paytm Mall.com purchase,2184.65,2025-09-30T23:57:22.536751,Shopping
Walmart,Walmart PAYMENT,1086.83,2025-03-15T01:03:14.536751,Groceries
Swiggy,Swiggy POS 996,2563.07,2025-07-27T06:10:33.536751,Food
Amazon,Amazon online order 25,3229.02,2025-08-26T18:47:22.536751,Shopping
Uber,Uber online order 967,1621.08,2025-08-07T01:10:06.536751,Travel
Uber,Uber online order 6,4265.44,2025-07-19T10:22:26.536751,Travel
Amazon,Amazon online order 440,2397.75,2025-11-09T08:12:46.536751,Shopping
Dominos,Dominos.com purchase,2161.08,2025-11-14T20:56:22.536751,Food
Dominos,Dominos POS 732,1213.63,2024-11-26T12:07:07.536751,Food
HP Petrol,HP Petrol POS 849,4946.26,2025-11-21T05:30:31.536751,Fuel
Zomato,Zomato online order 937,2421.65,2025-10-18T08:42:56.536751,Food
Flipkart,Flipkart - Online shopping Store #2003,300.42,2025-07-16T13:53:36.536751,Shopping
Amazon,Amazon Online shopping,496.99,2025-02-08T15:59:44.536751,Shopping
Amazon,Amazon PAYMENT,2549.64,2025-06-02T19:52:11.536751,Shopping
Dominos,Dominos POS 920,876.13,2025-03-27T05:46:15.536751,Food
Paytm Mall,Paytm Mall.com purchase,3501.29,2025-10-23T12:35:28.536751,Shopping
Zomato,Zomato POS 631,4123.8,2025-11-03T03:10:00.536751,Food
Walmart,Walmart - Grocery store Store #466,4950.21,2025-11-21T12:36:09.536751,Groceries
Swiggy,Swiggy POS 399,4292.32,2025-09-02T15:56:09.536751,Food
Dominos,Dominos POS 565,1738.2,2024-12-07T17:26:08.536751,Food
Zomato,Zomato Food delivery,3312.65,2025-06-21T06:01:44.536751,Food
Amazon,Amazon.com purchase,3274.87,2025-07-18T09:55:21.536751,Shopping
BigBasket,BigBasket POS 230,3144.45,2025-10-27T20:15:30.536751,Groceries
Paytm Mall,Paytm Mall Online shopping,3827.65,2025-06-19T23:11:41.536751,Shopping
Zomato,Zomato - Food delivery Store #6247,4109.15,2025-08-11T00:43:41.536751,Food
Starbucks,Starbucks.com purchase,2069.34,2025-05-26T12:54:00.536751,Food
Starbucks,Starbucks online order 688,4599.22,2025-10-03T14:45:51.536751,Food
BigBasket,BigBasket POS 266,1289.8,2025-05-13T06:20:46.536751,Groceries
HP Petrol,HP Petrol Fuel station,563.42,2025-01-15T18:12:39.536751,Fuel
Zomato,Zomato online order 644,2379.01,2025-09-04T06:12:14.536751,Food
Paytm Mall,Paytm Mall online order 269,2480.55,2025-06-19T20:25:13.536751,Shopping
Netflix,Netflix PAYMENT,4598.34,2024-12-17T05:47:36.536751,Entertainment
Swiggy,Swiggy Food delivery,1346.67,2024-11-27T00:28:40.536751,Food
Swiggy,Swiggy - Food delivery Store #3431,2873.31,2025-04-04T09:37:18.536751,Food
Walmart,Walmart.com purchase,4748.34,2025-09-11T06:18:20.536751,Groceries
BigBasket,BigBasket PAYMENT,1046.46,2025-04-02T21:22:24.536751,Groceries
Shell,Shell.com purchase,2171.14,2025-10-10T09:25:53.536751,Fuel
Zomato,Zomato POS 514,4409.71,2024-11-23T13:06:08.536751,Food
BigBasket,BigBasket online order 119,2789.41,2025-10-26T03:48:39.536751,Groceries
Netflix,Netflix - Streaming subscription Store #4254,1319.7,2025-07-20T09:26:16.536751,Entertainment
Netflix,Netflix online order 709,3118.33,2025-03-13T19:33:06.536751,Entertainment
Paytm Mall,Paytm Mall.com purchase,2974.2,2025-03-28T19:52:00.536751,Shopping
